ID,Class
492,Absent
493,Absent
494,Medium
495,Low
496,Medium
497,Medium
498,Medium
499,Absent
500,Absent
501,Absent
502,Absent
503,Medium
504,Low
505,Absent
506,Very High
507,High
508,Very High
509,Absent
510,Medium
511,Absent
512,Absent
513,Very High
514,High
515,Low
516,High
517,Absent
518,High
519,Low
520,Low
521,Low
522,Medium
523,Absent
524,High
525,Medium
526,Medium
527,Low
528,High
529,Medium
530,High
531,High
532,Medium
533,Absent
534,Absent
535,Medium
536,High
537,Very High
538,High
539,Absent
540,Medium
541,Low
542,High
543,High
544,Low
545,Low
546,Very High
547,Very High
548,Medium
549,Medium
550,High
551,Low
552,High
553,Absent
554,Absent
555,Low
556,Low
557,High
558,Absent
559,Very High
560,Medium
561,Low
562,High
563,Absent
564,Absent
565,High
566,Low
567,Medium
568,High
569,High
570,Medium
571,Absent
572,Medium
573,High
574,Absent
575,High
576,High
577,Absent
578,Low
579,Absent
580,Low
581,High
582,High
583,Medium
584,High
585,High
586,Very High
587,Absent
588,High
589,High
590,Very High
591,Low
592,Absent
593,Low
594,Absent
595,Absent
596,Absent
597,Absent
598,Medium
599,High
600,Absent
601,Low
602,High
603,Absent
604,High
605,Medium
606,Medium
607,High
608,High
609,High
610,Medium
611,Low
612,High
613,Absent
614,Low
615,Medium
616,Very High
617,High
618,Very High
619,High
620,High
621,High
622,Medium
623,Very High
624,Very High
625,Absent
626,Medium
627,High
628,Medium
629,Absent
630,Very High
631,Low
632,High
633,High
634,Very High
635,Low
636,Very High
637,High
638,Medium
639,Medium
640,Absent
641,Absent
642,Low
643,Absent
644,Low
645,Low
646,Very High
647,Very High
648,Low
649,Low
650,Very High
651,High
652,Medium
653,High
654,Very High
655,High
656,Very High
657,Low
658,Low
659,Low
660,Medium
661,Very High
662,Absent
663,Absent
664,Absent
665,Low
666,High
667,High
668,Absent
669,Low
670,Medium
671,High
672,High
673,Medium
674,Very High
675,Absent
676,Absent
677,High
678,Absent
679,Medium
680,High
681,Very High
682,Low
683,Low
684,High
685,Absent
686,High
687,Low
688,Medium
689,Low
690,Absent
691,High
692,High
693,Absent
694,Absent
695,High
696,Very High
697,Absent
698,High
699,Medium
700,Absent
701,Medium
702,Low
703,Absent
704,Low
705,High
706,Absent
707,Medium
708,Low
709,Very High
710,High
711,Absent
712,Low
713,Medium
714,High
715,Low
716,Very High
717,Medium
718,Very High
719,High
720,Low
721,High
722,High
723,Medium
724,Low
725,Low
726,Low
727,Medium
728,High
729,Medium
730,High
731,Medium
732,High
733,Medium
734,Low
735,Medium
736,Medium
737,Medium
738,Low
739,Absent
740,High
741,Low
742,Absent
743,Medium
744,Low
745,Absent
746,High
747,Low
748,Low
749,Medium
750,Absent
751,Medium
752,Low
753,Absent
754,Medium
755,Low
756,Medium
757,High
758,Absent
759,Medium
760,High
761,Absent
762,Low
763,High
764,Medium
765,High
766,Absent
767,Very High
768,Absent
769,Very High
770,Low
771,Low
772,Low
773,Low
774,High
775,High
776,Absent
777,Low
778,Low
779,Very High
780,Low
781,Very High
782,Absent
783,High
784,Very High
785,High
786,Absent
787,Low
788,Absent
789,Absent
790,Absent
791,Low
792,Very High
793,High
794,Medium
795,Medium
796,Low
797,Medium
798,Medium
799,High
800,High
801,Low
802,Very High
803,Medium
804,Low
805,Absent
806,Medium
807,High
808,Low
809,Absent
810,Absent
811,Very High
812,Absent
813,High
814,Medium
815,Very High
816,Absent
817,Medium
818,High
819,Medium
820,Low
821,High
822,Absent
823,Absent
824,High
825,Low
826,Absent
827,High
828,High
829,High
830,Low
831,Low
832,Absent
833,Low
834,Very High
835,Medium
836,Absent
837,Very High
838,High
839,Very High
840,Low
841,Medium
842,Absent
843,Medium
844,High
845,Medium
846,Low
847,Medium
848,Absent
849,Absent
850,Very High
851,Very High
852,High
853,Medium
854,High
855,Absent
856,Low
857,Medium
858,Absent
859,High
860,Very High
861,Absent
862,Very High
863,Absent
864,Medium
865,High
866,High
867,Absent
868,Medium
869,High
870,Medium
871,Medium
872,Medium
873,Very High
874,Low
875,Very High
876,Low
877,Absent
878,Very High
879,Very High
880,Absent
881,Absent
882,Medium
883,High
884,High
885,Absent
886,Low
887,High
888,High
889,High
890,Absent
891,Low
892,High
893,High
894,Low
895,Low
896,High
897,Low
898,Absent
899,High
900,Very High
901,Very High
902,Very High
903,Low
904,Low
905,Absent
906,High
907,Very High
908,Absent
909,Very High
910,High
911,High
912,High
913,Medium
914,Medium
915,Absent
916,Very High
917,Low
918,Low
919,Absent
920,High
921,Low
922,Low
923,High
924,Low
925,Low
926,Absent
927,High
928,Medium
929,High
930,Low
931,High
932,Very High
933,Absent
934,High
935,Medium
936,High
937,Medium
938,Absent
939,Very High
940,Low
941,High
942,High
943,Very High
944,Low
945,Low
946,Medium
947,Low
948,Absent
949,Low
950,Low
951,Medium
952,Very High
953,Absent
954,Medium
955,Absent
956,Medium
957,Medium
958,Very High
959,Low
960,Very High
961,Absent
962,High
963,Absent
964,Absent
965,High
966,Medium
967,Very High
968,Medium
969,Low
970,Absent
971,Medium
972,Very High
973,High
974,Absent
975,Very High
976,Absent
977,Absent
978,Very High
979,Absent
980,Absent
981,High
982,Very High
983,Medium
984,High
985,Low
986,Medium
987,Very High
988,Absent
989,Medium
990,Medium
991,Absent
992,High
993,High
994,Low
995,Medium
996,Very High
997,Very High
998,Medium
999,High
1000,High
1001,Medium
1002,High
1003,Very High
1004,High
1005,High
1006,High
1007,Absent
1008,High
1009,Absent
1010,Low
1011,Medium
1012,Very High
1013,Low
1014,Medium
1015,Medium
1016,High
1017,Absent
1018,High
1019,Absent
1020,Low
1021,Medium
1022,Medium
1023,High
1024,High
1025,Medium
1026,Absent
1027,Absent
1028,Low
1029,High
1030,High
1031,Absent
1032,Medium
1033,High
1034,Absent
1035,High
1036,Absent
1037,Low
1038,Medium
1039,Low
1040,Low
1041,Low
1042,Very High
1043,Medium
1044,Low
1045,High
1046,Absent
1047,High
1048,High
1049,Medium
1050,Absent
1051,Medium
1052,High
1053,High
1054,High
1055,Absent
1056,Medium
1057,Medium
1058,Absent
1059,High
1060,Absent
1061,Absent
1062,High
1063,Medium
1064,Absent
1065,Medium
1066,High
1067,Low
1068,High
1069,Absent
1070,Medium
1071,Low
1072,High
1073,Absent
1074,High
1075,Very High
1076,High
1077,Very High
1078,High
1079,Absent
1080,Medium
1081,Medium
1082,High
1083,High
1084,Medium
1085,Very High
1086,Very High
1087,Absent
1088,Medium
1089,Absent
1090,Absent
1091,Absent
1092,High
1093,Low
1094,Medium
1095,Low
1096,Medium
1097,Medium
1098,High
1099,Absent
1100,Medium
1101,High
1102,High
1103,High
1104,High
1105,Absent
1106,High
1107,High
1108,Absent
1109,Medium
1110,High
1111,Medium
1112,Low
1113,High
1114,Very High
1115,Absent
1116,Absent
1117,Absent
1118,Absent
1119,Low
1120,Low
1121,Medium
1122,High
1123,Medium
1124,Absent
1125,Medium
1126,Very High
1127,Medium
1128,High
1129,Absent
1130,High
1131,Low
1132,Low
1133,Absent
1134,Very High
1135,Absent
1136,Medium
1137,Medium
1138,Absent
1139,Medium
1140,High
1141,Low
1142,Medium
1143,Absent
1144,Medium
1145,Very High
1146,Medium
1147,Low
1148,Low
1149,Very High
1150,High
1151,Very High
1152,Medium
1153,Absent
1154,Absent
1155,Low
1156,Low
1157,Low
1158,Low
1159,Low
1160,Medium
1161,Absent
1162,Low
1163,Low
1164,Low
1165,Medium
1166,Medium
1167,Low
1168,Medium
1169,Very High
1170,High
1171,Absent
1172,High
1173,Absent
1174,Absent
1175,Low
1176,Low
1177,Absent
1178,Very High
1179,High
1180,High
1181,Absent
1182,High
1183,Absent
1184,Low
1185,Absent
1186,High
1187,Absent
1188,Very High
1189,Absent
1190,Absent
1191,Very High
1192,Medium
1193,High
1194,Very High
1195,Very High
1196,Absent
1197,Absent
1198,Low
1199,Very High
1200,High
1201,Absent
1202,Low
1203,Medium
1204,High
1205,Absent
1206,Very High
1207,Absent
1208,Medium
1209,Medium
1210,Absent
1211,Low
1212,Absent
1213,High
1214,Absent
1215,High
1216,Medium
1217,Very High
1218,High
1219,Medium
1220,Very High
1221,Absent
1222,Medium
1223,Low
1224,Low
1225,Absent
1226,Medium
1227,Medium
1228,Medium
1229,Absent
1230,Medium
1231,High
1232,Very High
1233,Very High
1234,High
1235,Absent
1236,Very High
1237,Medium
1238,Low
1239,Medium
1240,Absent
1241,Medium
1242,High
1243,Absent
1244,High
1245,Low
1246,Absent
1247,Absent
1248,High
1249,Absent
1250,Medium
1251,Medium
1252,Very High
1253,Absent
1254,High
1255,High
1256,High
1257,High
1258,High
1259,Absent
1260,Medium
1261,Low
1262,Medium
1263,Very High
1264,Low
1265,Absent
1266,Very High
1267,High
1268,Low
1269,Absent
1270,High
1271,Low
1272,Absent
1273,High
1274,Medium
1275,Absent
1276,Low
1277,Low
1278,Medium
1279,Medium
1280,Low
1281,High
1282,Absent
1283,Medium
1284,Medium
1285,Absent
1286,Very High
1287,Medium
1288,Very High
1289,High
1290,Very High
1291,Medium
1292,Medium
1293,Very High
1294,Absent
1295,Medium
1296,High
1297,Very High
1298,Low
1299,Medium
1300,Very High
1301,High
1302,Medium
1303,Low
1304,Very High
1305,Low
1306,High
1307,High
1308,High
1309,High
1310,High
1311,Low
1312,Low
1313,High
1314,High
1315,High
1316,Absent
1317,Low
1318,Absent
1319,Very High
1320,Absent
1321,Medium
1322,Medium
1323,Absent
1324,Low
1325,Absent
1326,Medium
1327,Low
1328,High
1329,Absent
1330,Very High
1331,Absent
1332,High
1333,Low
1334,High
1335,Medium
1336,Low
1337,Absent
1338,Low
1339,High
1340,Very High
1341,Very High
1342,Medium
1343,High
1344,High
1345,Very High
1346,Absent
1347,Absent
1348,Absent
1349,Medium
1350,Medium
1351,Absent
1352,Medium
1353,Medium
1354,Medium
1355,Very High
1356,Medium
1357,High
1358,Low
1359,Absent
1360,Very High
1361,Medium
1362,Medium
1363,Absent
1364,Very High
1365,Low
1366,Low
1367,High
1368,High
1369,High
1370,High
1371,Absent
1372,High
1373,Medium
1374,Very High
1375,Absent
1376,Medium
1377,Medium
1378,High
1379,Very High
1380,Low
1381,Low
1382,Absent
1383,Medium
1384,Low
1385,Low
1386,High
1387,Absent
1388,Absent
1389,Medium
1390,Low
1391,Very High
1392,High
1393,Low
1394,Medium
1395,Absent
1396,High
1397,Absent
1398,Low
1399,High
1400,Medium
1401,High
1402,Medium
1403,High
1404,Very High
1405,Absent
1406,Low
1407,Absent
1408,High
1409,Absent
1410,Absent
1411,Very High
1412,High
1413,Absent
1414,Low
1415,Low
1416,Medium
1417,Very High
1418,Low
1419,Low
1420,Very High
1421,Absent
1422,Low
1423,Medium
1424,Low
1425,Low
1426,Very High
1427,Very High
1428,Absent
1429,Absent
1430,High
1431,Medium
1432,Absent
1433,Absent
1434,High
1435,High
1436,Absent
1437,High
1438,Absent
1439,Low
1440,Absent
1441,Absent
1442,Absent
1443,Very High
1444,High
1445,High
1446,Very High
1447,Absent
1448,High
1449,Very High
1450,High
1451,Very High
1452,Very High
1453,Medium
1454,Absent
1455,Absent
1456,Low
1457,High
1458,Absent
1459,Medium
1460,Low
1461,Very High
1462,Very High
1463,Low
1464,High
1465,Very High
1466,Absent
1467,Medium
1468,High
1469,Absent
1470,Low
1471,Absent
1472,Low
1473,Absent
1474,Medium
1475,Absent
1476,Absent
1477,High
1478,Very High
1479,High
1480,Medium
1481,Very High
1482,Very High
1483,High
1484,High
1485,Absent
1486,Absent
1487,Low
1488,Absent
1489,Absent
1490,Absent
1491,High
1492,Absent
1493,Low
1494,Medium
1495,High
1496,Medium
1497,Absent
1498,Low
1499,Low
1500,High
1501,High
1502,Medium
1503,Absent
1504,Low
1505,Absent
1506,High
1507,Absent
1508,Medium
1509,High
1510,Absent
1511,Medium
1512,Absent
1513,Medium
1514,High
1515,High
1516,Absent
1517,Absent
1518,High
1519,Absent
1520,Low
1521,High
1522,Absent
1523,Low
1524,Very High
1525,Absent
1526,High
1527,Absent
1528,High
1529,Absent
1530,High
1531,High
1532,High
1533,High
1534,Medium
1535,Low
1536,High
1537,Low
1538,Absent
1539,Medium
1540,Very High
1541,Absent
1542,High
1543,Absent
1544,Medium
1545,Very High
1546,Medium
1547,High
1548,High
1549,High
1550,Medium
1551,Very High
1552,Low
1553,Absent
1554,Very High
1555,High
1556,Absent
1557,Medium
1558,Low
1559,Absent
1560,Low
1561,Medium
1562,Medium
1563,Absent
1564,Medium
1565,High
1566,High
1567,Absent
1568,Low
1569,High
1570,Medium
1571,Low
1572,Absent
1573,Medium
1574,Absent
1575,Low
1576,Absent
1577,High
1578,Low
1579,Very High
1580,Low
1581,Very High
1582,Very High
1583,Absent
1584,Very High
1585,High
1586,Medium
1587,Very High
1588,Medium
1589,Absent
1590,High
1591,Absent
1592,Absent
1593,High
1594,Medium
1595,Medium
1596,Medium
1597,Medium
1598,Absent
1599,Absent
1600,Medium
1601,High
1602,Medium
1603,Low
1604,Low
1605,Low
1606,Absent
1607,Medium
1608,Low
1609,Absent
1610,High
1611,High
1612,Very High
1613,High
1614,Very High
1615,Medium
1616,Absent
1617,Absent
1618,Absent
1619,Absent
1620,High
1621,High
1622,Low
1623,Low
1624,Very High
1625,High
1626,Medium
1627,Medium
1628,Absent
1629,Low
1630,Very High
1631,Medium
1632,Absent
1633,Very High
1634,Very High
1635,Medium
1636,High
1637,Absent
1638,High
1639,Absent
1640,Medium
1641,High
1642,Low
1643,Absent
1644,Very High
1645,High
1646,Medium
1647,Absent
1648,High
1649,Medium
1650,Low
1651,High
1652,Absent
1653,Medium
1654,Absent
1655,High
1656,High
1657,High
1658,Low
1659,Very High
1660,High
1661,Absent
1662,Low
1663,Low
1664,Very High
1665,Low
1666,Medium
1667,High
1668,Medium
1669,Medium
1670,Absent
1671,Very High
1672,Low
1673,Very High
1674,High
1675,Very High
1676,High
1677,Very High
1678,Absent
1679,Low
1680,Medium
1681,Medium
1682,Low
1683,High
1684,Absent
1685,Very High
1686,High
1687,Very High
1688,Very High
1689,Medium
1690,Absent
1691,Absent
1692,High
1693,Low
1694,Absent
1695,Medium
1696,Medium
1697,Absent
1698,High
1699,Very High
1700,Medium
1701,Low
1702,Medium
1703,Low
1704,Absent
1705,Low
1706,High
1707,High
1708,Absent
1709,Medium
1710,Medium
1711,Very High
1712,High
1713,Absent
1714,High
1715,Very High
1716,Absent
1717,Absent
1718,Medium
1719,Absent
1720,Very High
1721,Absent
1722,Absent
1723,High
1724,Absent
1725,Low
1726,High
1727,Absent
1728,High
1729,Medium
1730,Absent
1731,Very High
1732,Low
1733,High
1734,High
1735,Very High
1736,Absent
1737,High
1738,Medium
1739,Low
1740,High
1741,Very High
1742,Medium
1743,Very High
1744,Medium
1745,High
1746,Low
1747,Medium
1748,High
1749,Absent
1750,Absent
1751,Medium
1752,Medium
1753,Very High
1754,Medium
1755,Low
1756,Very High
1757,Very High
1758,High
1759,High
1760,Low
1761,Low
1762,Low
1763,Low
1764,High
1765,High
1766,Low
1767,High
1768,High
1769,Absent
1770,Low
1771,Very High
1772,Very High
1773,Very High
1774,High
1775,Medium
1776,Low
1777,Absent
1778,Medium
1779,High
1780,High
1781,Absent
1782,Very High
1783,High
1784,Medium
1785,Absent
1786,Medium
1787,Low
1788,High
1789,Medium
1790,Low
1791,Absent
1792,Absent
1793,Very High
1794,Medium
1795,Very High
1796,Low
1797,Absent
1798,Absent
1799,Absent
1800,Absent
1801,Absent
1802,High
1803,Medium
1804,Low
1805,Very High
1806,High
1807,Absent
1808,Low
1809,High
1810,Absent
1811,Low
1812,Absent
1813,Medium
1814,Absent
1815,Absent
1816,Absent
1817,Absent
1818,Low
1819,Medium
1820,High
1821,High
1822,High
1823,Medium
1824,Very High
1825,Absent
1826,Absent
1827,High
1828,Medium
1829,Absent
1830,Medium
1831,Low
1832,High
1833,Medium
1834,Low
1835,High
1836,Low
1837,Medium
1838,Low
1839,Very High
1840,Low
1841,High
1842,High
1843,Low
1844,Absent
1845,Low
1846,High
1847,Medium
1848,High
1849,Low
1850,Medium
1851,Medium
1852,Medium
1853,High
1854,Low
1855,Low
1856,Absent
1857,Very High
1858,Absent
1859,High
1860,Very High
1861,High
1862,Very High
1863,Absent
1864,Very High
1865,High
1866,Absent
1867,Low
1868,High
1869,High
1870,Medium
1871,High
1872,Absent
1873,Very High
1874,High
1875,Absent
1876,Absent
1877,Absent
1878,Low
1879,Absent
1880,Absent
1881,Low
1882,Medium
1883,Absent
1884,High
1885,High
1886,Very High
1887,Medium
1888,Medium
1889,High
1890,Absent
1891,Low
1892,Medium
1893,High
1894,High
1895,Very High
1896,Absent
1897,Medium
1898,High
1899,Medium
1900,Medium
1901,High
1902,Low
1903,Medium
1904,Low
1905,Absent
1906,Very High
1907,Absent
1908,Medium
1909,Medium
1910,Low
1911,Absent
1912,Medium
1913,Low
1914,Very High
1915,High
1916,High
1917,Medium
1918,Low
1919,Absent
1920,Absent
1921,Low
1922,Low
1923,High
1924,Absent
1925,Absent
1926,High
1927,Absent
1928,Absent
1929,High
1930,Absent
1931,Medium
1932,Very High
1933,High
1934,High
1935,High
1936,Very High
1937,Absent
1938,Absent
1939,Medium
1940,Very High
1941,Absent
1942,Very High
1943,High
1944,Medium
1945,Absent
1946,Very High
1947,Low
1948,Medium
1949,Absent
1950,Absent
1951,Medium
1952,Low
1953,Very High
1954,Very High
1955,Medium
1956,Very High
1957,Absent
1958,Low
1959,Absent
1960,Very High
1961,High
1962,Medium
1963,Low
1964,Low
1965,Absent
1966,Absent
1967,High
1968,Very High
1969,Absent
1970,Medium
1971,High
1972,Very High
1973,Low
1974,High
1975,Absent
1976,High
1977,Low
1978,Medium
1979,Absent
1980,High
1981,Absent
1982,Medium
1983,Absent
1984,Absent
1985,High
1986,High
1987,Medium
1988,Absent
1989,Low
1990,High
1991,Low
1992,Medium
1993,Low
1994,Absent
1995,Medium
1996,High
1997,High
1998,High
1999,Absent
2000,Medium
2001,Absent
2002,Low
2003,High
2004,Absent
2005,Medium
2006,High
2007,Absent
2008,Low
2009,High
2010,Low
2011,High
2012,High
2013,Very High
2014,Low
2015,Very High
2016,High
2017,High
2018,High
2019,Medium
2020,Medium
2021,Very High
2022,Medium
2023,Low
2024,High
2025,Absent
2026,Absent
2027,Low
2028,High
2029,Very High
2030,Absent
2031,Medium
2032,Very High
2033,Absent
2034,Absent
2035,Medium
2036,High
2037,Low
2038,Absent
2039,Very High
2040,Low
2041,High
2042,Medium
2043,Absent
2044,Low
2045,Absent
2046,Medium
2047,Very High
2048,Medium
2049,Medium
2050,Very High
2051,Absent
2052,Low
2053,Absent
2054,High
2055,High
2056,Absent
2057,Low
2058,Absent
2059,Medium
2060,High
2061,Very High
2062,Very High
2063,Low
2064,Medium
2065,High
2066,Medium
2067,Medium
2068,Medium
2069,Medium
2070,Low
2071,Low
2072,Very High
2073,Medium
2074,Low
2075,High
2076,Medium
2077,Very High
2078,Absent
2079,Medium
2080,Absent
2081,Medium
2082,Very High
2083,Medium
2084,High
2085,Absent
2086,Very High
2087,Medium
2088,Very High
2089,High
2090,High
2091,Low
2092,Low
2093,High
2094,Absent
2095,Absent
2096,Absent
2097,Low
2098,High
2099,High
2100,High
2101,Absent
2102,Medium
2103,Low
2104,Low
2105,Very High
2106,Absent
2107,Low
2108,High
2109,Very High
2110,Absent
2111,Absent
2112,High
2113,Absent
2114,Medium
2115,Low
2116,Very High
2117,Medium
2118,Low
2119,High
2120,Low
2121,Medium
2122,Low
2123,Absent
2124,Very High
2125,High
2126,Very High
2127,High
2128,High
2129,Very High
2130,Low
2131,High
2132,Absent
2133,Medium
2134,Medium
2135,Absent
2136,Low
2137,Very High
2138,High
2139,Absent
2140,Low
2141,Absent
2142,Absent
2143,High
2144,Medium
2145,Medium
2146,Very High
2147,Low
2148,High
2149,High
2150,Low
2151,High
2152,Medium
2153,Low
2154,High
2155,Absent
2156,Very High
2157,Very High
2158,Low
2159,High
2160,Medium
2161,Absent
2162,Low
2163,Absent
2164,Medium
2165,High
2166,High
2167,Very High
2168,High
2169,Medium
2170,Very High
2171,Very High
2172,Absent
2173,Very High
2174,Medium
2175,High
2176,Absent
2177,Absent
2178,Absent
2179,Medium
2180,Very High
2181,Medium
2182,Medium
2183,Absent
2184,Low
2185,Low
2186,High
2187,Absent
2188,Low
2189,Medium
2190,Absent
2191,Low
2192,High
2193,High
2194,High
2195,Low
2196,Very High
2197,Absent
2198,High
2199,Medium
2200,Very High
2201,Low
2202,Medium
2203,Absent
2204,Absent
2205,Low
2206,High
2207,Absent
2208,Absent
2209,High
2210,Medium
2211,Absent
2212,Low
2213,Absent
2214,Medium
2215,Very High
2216,Absent
2217,Low
2218,Medium
2219,Very High
2220,Absent
2221,Medium
2222,Absent
2223,Low
2224,Absent
2225,High
2226,Absent
2227,Very High
2228,Medium
2229,Absent
2230,High
2231,Very High
2232,High
2233,High
2234,Absent
2235,Medium
2236,High
2237,Very High
2238,Absent
2239,Low
2240,Very High
2241,Absent
2242,Low
2243,Absent
2244,Medium
2245,Absent
2246,Medium
2247,Very High
2248,Low
2249,High
2250,Absent
2251,High
2252,Very High
2253,Absent
2254,Very High
2255,Absent
2256,High
2257,High
2258,High
2259,Absent
2260,Medium
2261,Absent
2262,High
2263,Absent
2264,Medium
2265,High
2266,Absent
2267,Absent
2268,High
2269,High
2270,Medium
2271,Very High
2272,Very High
2273,Very High
2274,Low
2275,Medium
2276,High
2277,High
2278,Medium
2279,Medium
2280,Medium
2281,Very High
2282,Low
2283,Absent
2284,High
2285,Medium
2286,High
2287,Medium
2288,Absent
2289,Very High
2290,Medium
2291,Very High
2292,Low
2293,Low
2294,Very High
2295,High
2296,High
2297,Low
2298,Absent
2299,High
2300,Low
2301,Low
2302,Medium
2303,High
2304,Absent
2305,High
2306,Medium
2307,Very High
2308,Medium
2309,Medium
2310,Low
2311,Absent
2312,Absent
2313,High
2314,Very High
2315,Very High
2316,Absent
2317,Medium
2318,High
2319,Medium
2320,Absent
2321,Medium
2322,Medium
2323,Very High
2324,Absent
2325,High
2326,Very High
2327,Absent
2328,High
2329,Low
2330,Low
2331,Medium
2332,Medium
2333,Medium
2334,Absent
2335,High
2336,Absent
2337,High
2338,Very High
2339,Very High
2340,Medium
2341,Medium
2342,Medium
2343,Absent
2344,High
2345,Absent
2346,Absent
2347,Low
2348,Low
2349,Absent
2350,Low
2351,High
2352,Low
2353,Absent
2354,Very High
2355,Low
2356,Absent
2357,High
2358,Very High
2359,Low
